city,province,date,year,month,fuel_price,units
St. John's,Newfoundland and Labrador,2020-06-01,2020,6,102.9,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2020-06-01,2020,6,94.8,Cents per litre
Halifax,Nova Scotia,2020-06-01,2020,6,89.8,Cents per litre
Saint John,New Brunswick,2020-06-01,2020,6,92.7,Cents per litre
Québec,Quebec,2020-06-01,2020,6,103.8,Cents per litre
Montréal,Quebec,2020-06-01,2020,6,105.6,Cents per litre
Ottawa-Gatineau,Ontario,2020-06-01,2020,6,99.4,Cents per litre
Toronto,Ontario,2020-06-01,2020,6,99.9,Cents per litre
Thunder Bay,Ontario,2020-06-01,2020,6,111.8,Cents per litre
Winnipeg,Manitoba,2020-06-01,2020,6,95.5,Cents per litre
Regina,Saskatchewan,2020-06-01,2020,6,96.7,Cents per litre
Saskatoon,Saskatchewan,2020-06-01,2020,6,96.5,Cents per litre
Edmonton,Alberta,2020-06-01,2020,6,92,Cents per litre
Calgary,Alberta,2020-06-01,2020,6,95.1,Cents per litre
Vancouver,British Columbia,2020-06-01,2020,6,127.2,Cents per litre
Victoria,British Columbia,2020-06-01,2020,6,123.2,Cents per litre
Whitehorse,Yukon,2020-06-01,2020,6,115.3,Cents per litre
Yellowknife,Northwest Territories,2020-06-01,2020,6,109.5,Cents per litre
St. John's,Newfoundland and Labrador,2020-07-01,2020,7,107.2,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2020-07-01,2020,7,99.7,Cents per litre
Halifax,Nova Scotia,2020-07-01,2020,7,96.1,Cents per litre
Saint John,New Brunswick,2020-07-01,2020,7,98.2,Cents per litre
Québec,Quebec,2020-07-01,2020,7,109.5,Cents per litre
Montréal,Quebec,2020-07-01,2020,7,110.6,Cents per litre
Ottawa-Gatineau,Ontario,2020-07-01,2020,7,103.7,Cents per litre
Toronto,Ontario,2020-07-01,2020,7,104.3,Cents per litre
Thunder Bay,Ontario,2020-07-01,2020,7,117.7,Cents per litre
Winnipeg,Manitoba,2020-07-01,2020,7,99.9,Cents per litre
Regina,Saskatchewan,2020-07-01,2020,7,102.4,Cents per litre
Saskatoon,Saskatchewan,2020-07-01,2020,7,103.3,Cents per litre
Edmonton,Alberta,2020-07-01,2020,7,95,Cents per litre
Calgary,Alberta,2020-07-01,2020,7,97.4,Cents per litre
Vancouver,British Columbia,2020-07-01,2020,7,131.4,Cents per litre
Victoria,British Columbia,2020-07-01,2020,7,129.8,Cents per litre
Whitehorse,Yukon,2020-07-01,2020,7,119.9,Cents per litre
Yellowknife,Northwest Territories,2020-07-01,2020,7,115,Cents per litre
St. John's,Newfoundland and Labrador,2020-08-01,2020,8,106.7,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2020-08-01,2020,8,99.5,Cents per litre
Halifax,Nova Scotia,2020-08-01,2020,8,94.7,Cents per litre
Saint John,New Brunswick,2020-08-01,2020,8,96.9,Cents per litre
Québec,Quebec,2020-08-01,2020,8,108.3,Cents per litre
Montréal,Quebec,2020-08-01,2020,8,109.3,Cents per litre
Ottawa-Gatineau,Ontario,2020-08-01,2020,8,103.3,Cents per litre
Toronto,Ontario,2020-08-01,2020,8,103.9,Cents per litre
Thunder Bay,Ontario,2020-08-01,2020,8,116.2,Cents per litre
Winnipeg,Manitoba,2020-08-01,2020,8,97.8,Cents per litre
Regina,Saskatchewan,2020-08-01,2020,8,101.1,Cents per litre
Saskatoon,Saskatchewan,2020-08-01,2020,8,102,Cents per litre
Edmonton,Alberta,2020-08-01,2020,8,92.2,Cents per litre
Calgary,Alberta,2020-08-01,2020,8,97.5,Cents per litre
Vancouver,British Columbia,2020-08-01,2020,8,130,Cents per litre
Victoria,British Columbia,2020-08-01,2020,8,127.9,Cents per litre
Whitehorse,Yukon,2020-08-01,2020,8,119.9,Cents per litre
Yellowknife,Northwest Territories,2020-08-01,2020,8,116.5,Cents per litre
St. John's,Newfoundland and Labrador,2020-09-01,2020,9,106.6,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2020-09-01,2020,9,98.8,Cents per litre
Halifax,Nova Scotia,2020-09-01,2020,9,94.2,Cents per litre
Saint John,New Brunswick,2020-09-01,2020,9,97,Cents per litre
Québec,Quebec,2020-09-01,2020,9,107.7,Cents per litre
Montréal,Quebec,2020-09-01,2020,9,106.6,Cents per litre
Ottawa-Gatineau,Ontario,2020-09-01,2020,9,101.1,Cents per litre
Toronto,Ontario,2020-09-01,2020,9,101.8,Cents per litre
Thunder Bay,Ontario,2020-09-01,2020,9,116.4,Cents per litre
Winnipeg,Manitoba,2020-09-01,2020,9,96.7,Cents per litre
Regina,Saskatchewan,2020-09-01,2020,9,102.8,Cents per litre
Saskatoon,Saskatchewan,2020-09-01,2020,9,103.6,Cents per litre
Edmonton,Alberta,2020-09-01,2020,9,98.8,Cents per litre
Calgary,Alberta,2020-09-01,2020,9,104.9,Cents per litre
Vancouver,British Columbia,2020-09-01,2020,9,125.9,Cents per litre
Victoria,British Columbia,2020-09-01,2020,9,125,Cents per litre
Whitehorse,Yukon,2020-09-01,2020,9,119.8,Cents per litre
Yellowknife,Northwest Territories,2020-09-01,2020,9,117.2,Cents per litre
St. John's,Newfoundland and Labrador,2020-10-01,2020,10,110.3,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2020-10-01,2020,10,99.6,Cents per litre
Halifax,Nova Scotia,2020-10-01,2020,10,94.1,Cents per litre
Saint John,New Brunswick,2020-10-01,2020,10,96.8,Cents per litre
Québec,Quebec,2020-10-01,2020,10,101.1,Cents per litre
Montréal,Quebec,2020-10-01,2020,10,105.4,Cents per litre
Ottawa-Gatineau,Ontario,2020-10-01,2020,10,100.1,Cents per litre
Toronto,Ontario,2020-10-01,2020,10,100.7,Cents per litre
Thunder Bay,Ontario,2020-10-01,2020,10,116,Cents per litre
Winnipeg,Manitoba,2020-10-01,2020,10,101.1,Cents per litre
Regina,Saskatchewan,2020-10-01,2020,10,97.8,Cents per litre
Saskatoon,Saskatchewan,2020-10-01,2020,10,102,Cents per litre
Edmonton,Alberta,2020-10-01,2020,10,92,Cents per litre
Calgary,Alberta,2020-10-01,2020,10,104.5,Cents per litre
Vancouver,British Columbia,2020-10-01,2020,10,122.3,Cents per litre
Victoria,British Columbia,2020-10-01,2020,10,121.6,Cents per litre
Whitehorse,Yukon,2020-10-01,2020,10,119.9,Cents per litre
Yellowknife,Northwest Territories,2020-10-01,2020,10,120,Cents per litre
St. John's,Newfoundland and Labrador,2020-11-01,2020,11,112,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2020-11-01,2020,11,95.8,Cents per litre
Halifax,Nova Scotia,2020-11-01,2020,11,91,Cents per litre
Saint John,New Brunswick,2020-11-01,2020,11,94.3,Cents per litre
Québec,Quebec,2020-11-01,2020,11,103,Cents per litre
Montréal,Quebec,2020-11-01,2020,11,104.8,Cents per litre
Ottawa-Gatineau,Ontario,2020-11-01,2020,11,98.7,Cents per litre
Toronto,Ontario,2020-11-01,2020,11,99.3,Cents per litre
Thunder Bay,Ontario,2020-11-01,2020,11,113.3,Cents per litre
Winnipeg,Manitoba,2020-11-01,2020,11,95.9,Cents per litre
Regina,Saskatchewan,2020-11-01,2020,11,98.4,Cents per litre
Saskatoon,Saskatchewan,2020-11-01,2020,11,97.5,Cents per litre
Edmonton,Alberta,2020-11-01,2020,11,90.2,Cents per litre
Calgary,Alberta,2020-11-01,2020,11,103.7,Cents per litre
Vancouver,British Columbia,2020-11-01,2020,11,123.6,Cents per litre
Victoria,British Columbia,2020-11-01,2020,11,119.9,Cents per litre
Whitehorse,Yukon,2020-11-01,2020,11,119.9,Cents per litre
Yellowknife,Northwest Territories,2020-11-01,2020,11,118.9,Cents per litre
St. John's,Newfoundland and Labrador,2020-12-01,2020,12,117,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2020-12-01,2020,12,101.5,Cents per litre
Halifax,Nova Scotia,2020-12-01,2020,12,96.5,Cents per litre
Saint John,New Brunswick,2020-12-01,2020,12,98.8,Cents per litre
Québec,Quebec,2020-12-01,2020,12,107.2,Cents per litre
Montréal,Quebec,2020-12-01,2020,12,108.7,Cents per litre
Ottawa-Gatineau,Ontario,2020-12-01,2020,12,103.2,Cents per litre
Toronto,Ontario,2020-12-01,2020,12,103.6,Cents per litre
Thunder Bay,Ontario,2020-12-01,2020,12,114.6,Cents per litre
Winnipeg,Manitoba,2020-12-01,2020,12,95.7,Cents per litre
Regina,Saskatchewan,2020-12-01,2020,12,99.8,Cents per litre
Saskatoon,Saskatchewan,2020-12-01,2020,12,100,Cents per litre
Edmonton,Alberta,2020-12-01,2020,12,94.7,Cents per litre
Calgary,Alberta,2020-12-01,2020,12,101.9,Cents per litre
Vancouver,British Columbia,2020-12-01,2020,12,126.1,Cents per litre
Victoria,British Columbia,2020-12-01,2020,12,120.3,Cents per litre
Whitehorse,Yukon,2020-12-01,2020,12,119.9,Cents per litre
Yellowknife,Northwest Territories,2020-12-01,2020,12,118.9,Cents per litre
St. John's,Newfoundland and Labrador,2021-01-01,2021,1,124.8,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2021-01-01,2021,1,109.1,Cents per litre
Halifax,Nova Scotia,2021-01-01,2021,1,107.5,Cents per litre
Saint John,New Brunswick,2021-01-01,2021,1,106.1,Cents per litre
Québec,Quebec,2021-01-01,2021,1,114.8,Cents per litre
Montréal,Quebec,2021-01-01,2021,1,115.4,Cents per litre
Ottawa-Gatineau,Ontario,2021-01-01,2021,1,110.9,Cents per litre
Toronto,Ontario,2021-01-01,2021,1,110.9,Cents per litre
Thunder Bay,Ontario,2021-01-01,2021,1,121.4,Cents per litre
Winnipeg,Manitoba,2021-01-01,2021,1,102.9,Cents per litre
Regina,Saskatchewan,2021-01-01,2021,1,104.1,Cents per litre
Saskatoon,Saskatchewan,2021-01-01,2021,1,103.8,Cents per litre
Edmonton,Alberta,2021-01-01,2021,1,100.9,Cents per litre
Calgary,Alberta,2021-01-01,2021,1,102.8,Cents per litre
Vancouver,British Columbia,2021-01-01,2021,1,134.6,Cents per litre
Victoria,British Columbia,2021-01-01,2021,1,128,Cents per litre
Whitehorse,Yukon,2021-01-01,2021,1,124.1,Cents per litre
Yellowknife,Northwest Territories,2021-01-01,2021,1,121.4,Cents per litre
St. John's,Newfoundland and Labrador,2021-02-01,2021,2,130.8,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2021-02-01,2021,2,115.3,Cents per litre
Halifax,Nova Scotia,2021-02-01,2021,2,115.4,Cents per litre
Saint John,New Brunswick,2021-02-01,2021,2,112.3,Cents per litre
Québec,Quebec,2021-02-01,2021,2,121.1,Cents per litre
Montréal,Quebec,2021-02-01,2021,2,122.5,Cents per litre
Ottawa-Gatineau,Ontario,2021-02-01,2021,2,117.7,Cents per litre
Toronto,Ontario,2021-02-01,2021,2,118.1,Cents per litre
Thunder Bay,Ontario,2021-02-01,2021,2,125.3,Cents per litre
Winnipeg,Manitoba,2021-02-01,2021,2,109.2,Cents per litre
Regina,Saskatchewan,2021-02-01,2021,2,110.6,Cents per litre
Saskatoon,Saskatchewan,2021-02-01,2021,2,110.3,Cents per litre
Edmonton,Alberta,2021-02-01,2021,2,109,Cents per litre
Calgary,Alberta,2021-02-01,2021,2,111.3,Cents per litre
Vancouver,British Columbia,2021-02-01,2021,2,141.2,Cents per litre
Victoria,British Columbia,2021-02-01,2021,2,137.6,Cents per litre
Whitehorse,Yukon,2021-02-01,2021,2,127.1,Cents per litre
Yellowknife,Northwest Territories,2021-02-01,2021,2,124.3,Cents per litre
St. John's,Newfoundland and Labrador,2021-03-01,2021,3,141.6,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2021-03-01,2021,3,125.4,Cents per litre
Halifax,Nova Scotia,2021-03-01,2021,3,125,Cents per litre
Saint John,New Brunswick,2021-03-01,2021,3,123.1,Cents per litre
Québec,Quebec,2021-03-01,2021,3,128.4,Cents per litre
Montréal,Quebec,2021-03-01,2021,3,129.1,Cents per litre
Ottawa-Gatineau,Ontario,2021-03-01,2021,3,123.1,Cents per litre
Toronto,Ontario,2021-03-01,2021,3,123.8,Cents per litre
Thunder Bay,Ontario,2021-03-01,2021,3,132.9,Cents per litre
Winnipeg,Manitoba,2021-03-01,2021,3,115.9,Cents per litre
Regina,Saskatchewan,2021-03-01,2021,3,120.4,Cents per litre
Saskatoon,Saskatchewan,2021-03-01,2021,3,119.7,Cents per litre
Edmonton,Alberta,2021-03-01,2021,3,114.5,Cents per litre
Calgary,Alberta,2021-03-01,2021,3,117.3,Cents per litre
Vancouver,British Columbia,2021-03-01,2021,3,149.6,Cents per litre
Victoria,British Columbia,2021-03-01,2021,3,148.1,Cents per litre
Whitehorse,Yukon,2021-03-01,2021,3,132.8,Cents per litre
Yellowknife,Northwest Territories,2021-03-01,2021,3,130.4,Cents per litre
St. John's,Newfoundland and Labrador,2021-04-01,2021,4,141.2,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2021-04-01,2021,4,126.2,Cents per litre
Halifax,Nova Scotia,2021-04-01,2021,4,125.1,Cents per litre
Saint John,New Brunswick,2021-04-01,2021,4,125.8,Cents per litre
Québec,Quebec,2021-04-01,2021,4,128.7,Cents per litre
Montréal,Quebec,2021-04-01,2021,4,128.5,Cents per litre
Ottawa-Gatineau,Ontario,2021-04-01,2021,4,125.4,Cents per litre
Toronto,Ontario,2021-04-01,2021,4,125.9,Cents per litre
Thunder Bay,Ontario,2021-04-01,2021,4,138.5,Cents per litre
Winnipeg,Manitoba,2021-04-01,2021,4,122.7,Cents per litre
Regina,Saskatchewan,2021-04-01,2021,4,127.9,Cents per litre
Saskatoon,Saskatchewan,2021-04-01,2021,4,126.5,Cents per litre
Edmonton,Alberta,2021-04-01,2021,4,119.9,Cents per litre
Calgary,Alberta,2021-04-01,2021,4,123.6,Cents per litre
Vancouver,British Columbia,2021-04-01,2021,4,152.2,Cents per litre
Victoria,British Columbia,2021-04-01,2021,4,148.3,Cents per litre
Whitehorse,Yukon,2021-04-01,2021,4,139.8,Cents per litre
Yellowknife,Northwest Territories,2021-04-01,2021,4,135.7,Cents per litre
St. John's,Newfoundland and Labrador,2021-05-01,2021,5,143.5,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2021-05-01,2021,5,129.5,Cents per litre
Halifax,Nova Scotia,2021-05-01,2021,5,127.6,Cents per litre
Saint John,New Brunswick,2021-05-01,2021,5,128.7,Cents per litre
Québec,Quebec,2021-05-01,2021,5,133.8,Cents per litre
Montréal,Quebec,2021-05-01,2021,5,133.8,Cents per litre
Ottawa-Gatineau,Ontario,2021-05-01,2021,5,129.9,Cents per litre
Toronto,Ontario,2021-05-01,2021,5,130.2,Cents per litre
Thunder Bay,Ontario,2021-05-01,2021,5,138.5,Cents per litre
Winnipeg,Manitoba,2021-05-01,2021,5,127.8,Cents per litre
Regina,Saskatchewan,2021-05-01,2021,5,127,Cents per litre
Saskatoon,Saskatchewan,2021-05-01,2021,5,125.3,Cents per litre
Edmonton,Alberta,2021-05-01,2021,5,123.4,Cents per litre
Calgary,Alberta,2021-05-01,2021,5,127.3,Cents per litre
Vancouver,British Columbia,2021-05-01,2021,5,155.6,Cents per litre
Victoria,British Columbia,2021-05-01,2021,5,154.3,Cents per litre
Whitehorse,Yukon,2021-05-01,2021,5,141.6,Cents per litre
Yellowknife,Northwest Territories,2021-05-01,2021,5,140.9,Cents per litre
St. John's,Newfoundland and Labrador,2021-06-01,2021,6,145,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2021-06-01,2021,6,130.9,Cents per litre
Halifax,Nova Scotia,2021-06-01,2021,6,129.2,Cents per litre
Saint John,New Brunswick,2021-06-01,2021,6,130.2,Cents per litre
Québec,Quebec,2021-06-01,2021,6,134.7,Cents per litre
Montréal,Quebec,2021-06-01,2021,6,136.4,Cents per litre
Ottawa-Gatineau,Ontario,2021-06-01,2021,6,131.3,Cents per litre
Toronto,Ontario,2021-06-01,2021,6,132.6,Cents per litre
Thunder Bay,Ontario,2021-06-01,2021,6,140,Cents per litre
Winnipeg,Manitoba,2021-06-01,2021,6,127.1,Cents per litre
Regina,Saskatchewan,2021-06-01,2021,6,127,Cents per litre
Saskatoon,Saskatchewan,2021-06-01,2021,6,126.5,Cents per litre
Edmonton,Alberta,2021-06-01,2021,6,125.6,Cents per litre
Calgary,Alberta,2021-06-01,2021,6,130.3,Cents per litre
Vancouver,British Columbia,2021-06-01,2021,6,161.1,Cents per litre
Victoria,British Columbia,2021-06-01,2021,6,155.2,Cents per litre
Whitehorse,Yukon,2021-06-01,2021,6,144.9,Cents per litre
Yellowknife,Northwest Territories,2021-06-01,2021,6,143.1,Cents per litre
St. John's,Newfoundland and Labrador,2021-07-01,2021,7,153.4,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2021-07-01,2021,7,137.1,Cents per litre
Halifax,Nova Scotia,2021-07-01,2021,7,135.4,Cents per litre
Saint John,New Brunswick,2021-07-01,2021,7,135.8,Cents per litre
Québec,Quebec,2021-07-01,2021,7,137.7,Cents per litre
Montréal,Quebec,2021-07-01,2021,7,139.7,Cents per litre
Ottawa-Gatineau,Ontario,2021-07-01,2021,7,134.7,Cents per litre
Toronto,Ontario,2021-07-01,2021,7,136.4,Cents per litre
Thunder Bay,Ontario,2021-07-01,2021,7,146.2,Cents per litre
Winnipeg,Manitoba,2021-07-01,2021,7,131.5,Cents per litre
Regina,Saskatchewan,2021-07-01,2021,7,131.8,Cents per litre
Saskatoon,Saskatchewan,2021-07-01,2021,7,131.3,Cents per litre
Edmonton,Alberta,2021-07-01,2021,7,133,Cents per litre
Calgary,Alberta,2021-07-01,2021,7,135.6,Cents per litre
Vancouver,British Columbia,2021-07-01,2021,7,169.1,Cents per litre
Victoria,British Columbia,2021-07-01,2021,7,167.2,Cents per litre
Whitehorse,Yukon,2021-07-01,2021,7,148.9,Cents per litre
Yellowknife,Northwest Territories,2021-07-01,2021,7,147.6,Cents per litre
St. John's,Newfoundland and Labrador,2021-08-01,2021,8,151.9,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2021-08-01,2021,8,136.7,Cents per litre
Halifax,Nova Scotia,2021-08-01,2021,8,134.1,Cents per litre
Saint John,New Brunswick,2021-08-01,2021,8,136.3,Cents per litre
Québec,Quebec,2021-08-01,2021,8,139.9,Cents per litre
Montréal,Quebec,2021-08-01,2021,8,141.2,Cents per litre
Ottawa-Gatineau,Ontario,2021-08-01,2021,8,135.7,Cents per litre
Toronto,Ontario,2021-08-01,2021,8,137.2,Cents per litre
Thunder Bay,Ontario,2021-08-01,2021,8,146.7,Cents per litre
Winnipeg,Manitoba,2021-08-01,2021,8,131.8,Cents per litre
Regina,Saskatchewan,2021-08-01,2021,8,131.8,Cents per litre
Saskatoon,Saskatchewan,2021-08-01,2021,8,131.3,Cents per litre
Edmonton,Alberta,2021-08-01,2021,8,132.3,Cents per litre
Calgary,Alberta,2021-08-01,2021,8,135.2,Cents per litre
Vancouver,British Columbia,2021-08-01,2021,8,165.6,Cents per litre
Victoria,British Columbia,2021-08-01,2021,8,163.1,Cents per litre
Whitehorse,Yukon,2021-08-01,2021,8,154.6,Cents per litre
Yellowknife,Northwest Territories,2021-08-01,2021,8,149.8,Cents per litre
St. John's,Newfoundland and Labrador,2021-09-01,2021,9,153.8,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2021-09-01,2021,9,137.5,Cents per litre
Halifax,Nova Scotia,2021-09-01,2021,9,135.1,Cents per litre
Saint John,New Brunswick,2021-09-01,2021,9,137.7,Cents per litre
Québec,Quebec,2021-09-01,2021,9,144.6,Cents per litre
Montréal,Quebec,2021-09-01,2021,9,143.3,Cents per litre
Ottawa-Gatineau,Ontario,2021-09-01,2021,9,136.3,Cents per litre
Toronto,Ontario,2021-09-01,2021,9,137.9,Cents per litre
Thunder Bay,Ontario,2021-09-01,2021,9,146.8,Cents per litre
Winnipeg,Manitoba,2021-09-01,2021,9,131.8,Cents per litre
Regina,Saskatchewan,2021-09-01,2021,9,131.8,Cents per litre
Saskatoon,Saskatchewan,2021-09-01,2021,9,131.7,Cents per litre
Edmonton,Alberta,2021-09-01,2021,9,129.5,Cents per litre
Calgary,Alberta,2021-09-01,2021,9,133.1,Cents per litre
Vancouver,British Columbia,2021-09-01,2021,9,156.7,Cents per litre
Victoria,British Columbia,2021-09-01,2021,9,156.3,Cents per litre
Whitehorse,Yukon,2021-09-01,2021,9,155.8,Cents per litre
Yellowknife,Northwest Territories,2021-09-01,2021,9,149.9,Cents per litre
St. John's,Newfoundland and Labrador,2021-10-01,2021,10,160.2,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2021-10-01,2021,10,143.9,Cents per litre
Halifax,Nova Scotia,2021-10-01,2021,10,142.4,Cents per litre
Saint John,New Brunswick,2021-10-01,2021,10,143.1,Cents per litre
Québec,Quebec,2021-10-01,2021,10,150.6,Cents per litre
Montréal,Quebec,2021-10-01,2021,10,151.6,Cents per litre
Ottawa-Gatineau,Ontario,2021-10-01,2021,10,143.5,Cents per litre
Toronto,Ontario,2021-10-01,2021,10,145.3,Cents per litre
Thunder Bay,Ontario,2021-10-01,2021,10,153.7,Cents per litre
Winnipeg,Manitoba,2021-10-01,2021,10,141.2,Cents per litre
Regina,Saskatchewan,2021-10-01,2021,10,141.6,Cents per litre
Saskatoon,Saskatchewan,2021-10-01,2021,10,141.3,Cents per litre
Edmonton,Alberta,2021-10-01,2021,10,138.3,Cents per litre
Calgary,Alberta,2021-10-01,2021,10,140.8,Cents per litre
Vancouver,British Columbia,2021-10-01,2021,10,162.4,Cents per litre
Victoria,British Columbia,2021-10-01,2021,10,160.9,Cents per litre
Whitehorse,Yukon,2021-10-01,2021,10,155.9,Cents per litre
Yellowknife,Northwest Territories,2021-10-01,2021,10,150.6,Cents per litre
St. John's,Newfoundland and Labrador,2021-11-01,2021,11,159.1,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2021-11-01,2021,11,143.5,Cents per litre
Halifax,Nova Scotia,2021-11-01,2021,11,140.8,Cents per litre
Saint John,New Brunswick,2021-11-01,2021,11,146,Cents per litre
Québec,Quebec,2021-11-01,2021,11,154.6,Cents per litre
Montréal,Quebec,2021-11-01,2021,11,152.1,Cents per litre
Ottawa-Gatineau,Ontario,2021-11-01,2021,11,142.6,Cents per litre
Toronto,Ontario,2021-11-01,2021,11,144.3,Cents per litre
Thunder Bay,Ontario,2021-11-01,2021,11,153.8,Cents per litre
Winnipeg,Manitoba,2021-11-01,2021,11,138.7,Cents per litre
Regina,Saskatchewan,2021-11-01,2021,11,143.4,Cents per litre
Saskatoon,Saskatchewan,2021-11-01,2021,11,143,Cents per litre
Edmonton,Alberta,2021-11-01,2021,11,136,Cents per litre
Calgary,Alberta,2021-11-01,2021,11,141.9,Cents per litre
Vancouver,British Columbia,2021-11-01,2021,11,159.8,Cents per litre
Victoria,British Columbia,2021-11-01,2021,11,158.2,Cents per litre
Whitehorse,Yukon,2021-11-01,2021,11,155.9,Cents per litre
Yellowknife,Northwest Territories,2021-11-01,2021,11,152.8,Cents per litre
St. John's,Newfoundland and Labrador,2021-12-01,2021,12,151.7,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2021-12-01,2021,12,134.6,Cents per litre
Halifax,Nova Scotia,2021-12-01,2021,12,130.7,Cents per litre
Saint John,New Brunswick,2021-12-01,2021,12,139.6,Cents per litre
Québec,Quebec,2021-12-01,2021,12,149.8,Cents per litre
Montréal,Quebec,2021-12-01,2021,12,148.3,Cents per litre
Ottawa-Gatineau,Ontario,2021-12-01,2021,12,136,Cents per litre
Toronto,Ontario,2021-12-01,2021,12,137.7,Cents per litre
Thunder Bay,Ontario,2021-12-01,2021,12,143.8,Cents per litre
Winnipeg,Manitoba,2021-12-01,2021,12,130.7,Cents per litre
Regina,Saskatchewan,2021-12-01,2021,12,130.8,Cents per litre
Saskatoon,Saskatchewan,2021-12-01,2021,12,129.7,Cents per litre
Edmonton,Alberta,2021-12-01,2021,12,130.6,Cents per litre
Calgary,Alberta,2021-12-01,2021,12,139.5,Cents per litre
Vancouver,British Columbia,2021-12-01,2021,12,157.2,Cents per litre
Victoria,British Columbia,2021-12-01,2021,12,152.6,Cents per litre
Whitehorse,Yukon,2021-12-01,2021,12,155.9,Cents per litre
Yellowknife,Northwest Territories,2021-12-01,2021,12,151.5,Cents per litre
St. John's,Newfoundland and Labrador,2022-01-01,2022,1,159.2,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2022-01-01,2022,1,143.5,Cents per litre
Halifax,Nova Scotia,2022-01-01,2022,1,141.4,Cents per litre
Saint John,New Brunswick,2022-01-01,2022,1,142.2,Cents per litre
Québec,Quebec,2022-01-01,2022,1,152.7,Cents per litre
Montréal,Quebec,2022-01-01,2022,1,155.5,Cents per litre
Ottawa-Gatineau,Ontario,2022-01-01,2022,1,144.3,Cents per litre
Toronto,Ontario,2022-01-01,2022,1,146.1,Cents per litre
Thunder Bay,Ontario,2022-01-01,2022,1,149.9,Cents per litre
Winnipeg,Manitoba,2022-01-01,2022,1,138.5,Cents per litre
Regina,Saskatchewan,2022-01-01,2022,1,137,Cents per litre
Saskatoon,Saskatchewan,2022-01-01,2022,1,135.7,Cents per litre
Edmonton,Alberta,2022-01-01,2022,1,133.7,Cents per litre
Calgary,Alberta,2022-01-01,2022,1,138.9,Cents per litre
Vancouver,British Columbia,2022-01-01,2022,1,170.5,Cents per litre
Victoria,British Columbia,2022-01-01,2022,1,164.6,Cents per litre
Whitehorse,Yukon,2022-01-01,2022,1,157.2,Cents per litre
Yellowknife,Northwest Territories,2022-01-01,2022,1,151.5,Cents per litre
St. John's,Newfoundland and Labrador,2022-02-01,2022,2,170.9,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2022-02-01,2022,2,154.8,Cents per litre
Halifax,Nova Scotia,2022-02-01,2022,2,153.8,Cents per litre
Saint John,New Brunswick,2022-02-01,2022,2,153.2,Cents per litre
Québec,Quebec,2022-02-01,2022,2,164.5,Cents per litre
Montréal,Quebec,2022-02-01,2022,2,166.6,Cents per litre
Ottawa-Gatineau,Ontario,2022-02-01,2022,2,156,Cents per litre
Toronto,Ontario,2022-02-01,2022,2,157.5,Cents per litre
Thunder Bay,Ontario,2022-02-01,2022,2,157.5,Cents per litre
Winnipeg,Manitoba,2022-02-01,2022,2,147.1,Cents per litre
Regina,Saskatchewan,2022-02-01,2022,2,145.9,Cents per litre
Saskatoon,Saskatchewan,2022-02-01,2022,2,145.7,Cents per litre
Edmonton,Alberta,2022-02-01,2022,2,142.2,Cents per litre
Calgary,Alberta,2022-02-01,2022,2,145.4,Cents per litre
Vancouver,British Columbia,2022-02-01,2022,2,177.1,Cents per litre
Victoria,British Columbia,2022-02-01,2022,2,170.1,Cents per litre
Whitehorse,Yukon,2022-02-01,2022,2,164.5,Cents per litre
Yellowknife,Northwest Territories,2022-02-01,2022,2,158.1,Cents per litre
St. John's,Newfoundland and Labrador,2022-03-01,2022,3,187.8,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2022-03-01,2022,3,172.4,Cents per litre
Halifax,Nova Scotia,2022-03-01,2022,3,171.1,Cents per litre
Saint John,New Brunswick,2022-03-01,2022,3,169.6,Cents per litre
Québec,Quebec,2022-03-01,2022,3,181.5,Cents per litre
Montréal,Quebec,2022-03-01,2022,3,183.7,Cents per litre
Ottawa-Gatineau,Ontario,2022-03-01,2022,3,172,Cents per litre
Toronto,Ontario,2022-03-01,2022,3,173,Cents per litre
Thunder Bay,Ontario,2022-03-01,2022,3,186.9,Cents per litre
Winnipeg,Manitoba,2022-03-01,2022,3,169.8,Cents per litre
Regina,Saskatchewan,2022-03-01,2022,3,168.5,Cents per litre
Saskatoon,Saskatchewan,2022-03-01,2022,3,168.2,Cents per litre
